"Code","ICD9_ICD10","String","PheCode","Disease"
"E11.3523","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",250.7,"Diabetes Mellitus Type 2"
"E11.3529","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",250.23,"Diabetes Mellitus Type 2"
"E11.3529","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E11.353","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula",250.23,"Diabetes Mellitus Type 2"
"E11.353","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula",250.7,"Diabetes Mellitus Type 2"
"E11.3531","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",250.23,"Diabetes Mellitus Type 2"
"E11.3531","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",250.7,"Diabetes Mellitus Type 2"
"E11.3532","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",250.23,"Diabetes Mellitus Type 2"
"E11.3532","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",250.7,"Diabetes Mellitus Type 2"
"E11.3533","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",250.23,"Diabetes Mellitus Type 2"
"E11.3533","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",250.7,"Diabetes Mellitus Type 2"
"E11.3539","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",250.23,"Diabetes Mellitus Type 2"
"E11.3539","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E11.354","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment",250.23,"Diabetes Mellitus Type 2"
"E11.354","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment",250.7,"Diabetes Mellitus Type 2"
"E11.3541","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",250.23,"Diabetes Mellitus Type 2"
"E11.3541","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",250.7,"Diabetes Mellitus Type 2"
"E11.3542","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",250.23,"Diabetes Mellitus Type 2"
"E11.3542","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",250.7,"Diabetes Mellitus Type 2"
"E11.3543","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",250.23,"Diabetes Mellitus Type 2"
"E11.3543","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",250.7,"Diabetes Mellitus Type 2"
"E11.3549","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",250.23,"Diabetes Mellitus Type 2"
"E11.3549","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E11.355","ICD10","Type 2 diabetes mellitus with stable proliferative diabetic retinopathy",250.23,"Diabetes Mellitus Type 2"
"E11.355","ICD10","Type 2 diabetes mellitus with stable proliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E11.3551","ICD10","Type 2 diabetes with stable prolif diabetic rtnop, right eye",250.23,"Diabetes Mellitus Type 2"
"E11.3551","ICD10","Type 2 diabetes with stable prolif diabetic rtnop, right eye",250.7,"Diabetes Mellitus Type 2"
"E11.3552","ICD10","Type 2 diabetes with stable prolif diabetic rtnop, left eye",250.23,"Diabetes Mellitus Type 2"
"E11.3552","ICD10","Type 2 diabetes with stable prolif diabetic rtnop, left eye",250.7,"Diabetes Mellitus Type 2"
"E11.3553","ICD10","Type 2 diabetes with stable prolif diabetic rtnop, bilateral",250.23,"Diabetes Mellitus Type 2"
"E11.3553","ICD10","Type 2 diabetes with stable prolif diabetic rtnop, bilateral",250.7,"Diabetes Mellitus Type 2"
"E11.3559","ICD10","Type 2 diabetes with stable prolif diabetic rtnop, unsp",250.23,"Diabetes Mellitus Type 2"
"E11.3559","ICD10","Type 2 diabetes with stable prolif diabetic rtnop, unsp",250.7,"Diabetes Mellitus Type 2"
"E11.359","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema",250.23,"Diabetes Mellitus Type 2"
"E11.359","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E11.3591","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",250.23,"Diabetes Mellitus Type 2"
"E11.3591","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",250.7,"Diabetes Mellitus Type 2"
"E11.3592","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",250.23,"Diabetes Mellitus Type 2"
"E11.3592","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",250.7,"Diabetes Mellitus Type 2"
"E11.3593","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",250.23,"Diabetes Mellitus Type 2"
"E11.3593","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",250.7,"Diabetes Mellitus Type 2"
"E11.3599","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",250.23,"Diabetes Mellitus Type 2"
"E11.3599","ICD10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E11.36","ICD10","Type 2 diabetes mellitus with diabetic cataract",250.23,"Diabetes Mellitus Type 2"
"E11.36","ICD10","Type 2 diabetes mellitus with diabetic cataract",250.7,"Diabetes Mellitus Type 2"
"E11.37","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment",250.23,"Diabetes Mellitus Type 2"
"E11.37","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment",250.7,"Diabetes Mellitus Type 2"
"E11.37X1","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",250.23,"Diabetes Mellitus Type 2"
"E11.37X1","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",250.7,"Diabetes Mellitus Type 2"
"E11.37X2","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",250.23,"Diabetes Mellitus Type 2"
"E11.37X2","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",250.7,"Diabetes Mellitus Type 2"
"E11.37X3","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",250.23,"Diabetes Mellitus Type 2"
"E11.37X3","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",250.7,"Diabetes Mellitus Type 2"
"E11.37X9","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",250.23,"Diabetes Mellitus Type 2"
"E11.37X9","ICD10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",250.7,"Diabetes Mellitus Type 2"
"E11.39","ICD10","Type 2 diabetes mellitus with other diabetic ophthalmic complication",250.23,"Diabetes Mellitus Type 2"
"E11.39","ICD10","Type 2 diabetes mellitus with other diabetic ophthalmic complication",250.7,"Diabetes Mellitus Type 2"
"E11.4","ICD10","Type 2 diabetes mellitus with neurological complications",250.24,"Diabetes Mellitus Type 2"
"E11.40","ICD10","Type 2 diabetes mellitus with diabetic neuropathy, unspecified",250.24,"Diabetes Mellitus Type 2"
"E11.41","ICD10","Type 2 diabetes mellitus with diabetic mononeuropathy",250.24,"Diabetes Mellitus Type 2"
"E11.42","ICD10","Type 2 diabetes mellitus with diabetic polyneuropathy",250.24,"Diabetes Mellitus Type 2"
"E11.43","ICD10","Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy",250.24,"Diabetes Mellitus Type 2"
"E11.44","ICD10","Type 2 diabetes mellitus with diabetic amyotrophy",250.24,"Diabetes Mellitus Type 2"
"E11.49","ICD10","Type 2 diabetes mellitus with other diabetic neurological complication",250.24,"Diabetes Mellitus Type 2"
"E11.5","ICD10","Type 2 diabetes mellitus with circulatory complications",250.25,"Diabetes Mellitus Type 2"
"E11.51","ICD10","Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene",250.25,"Diabetes Mellitus Type 2"
"E11.52","ICD10","Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene",250.25,"Diabetes Mellitus Type 2"
"E11.59","ICD10","Type 2 diabetes mellitus with other circulatory complications",250.25,"Diabetes Mellitus Type 2"
"E11.6","ICD10","Type 2 diabetes mellitus with other specified complications",250.2,"Diabetes Mellitus Type 2"
"E11.61","ICD10","Type 2 diabetes mellitus with diabetic arthropathy",250.2,"Diabetes Mellitus Type 2"
"E11.610","ICD10","Type 2 diabetes mellitus with diabetic neuropathic arthropathy",250.2,"Diabetes Mellitus Type 2"
"E11.618","ICD10","Type 2 diabetes mellitus with other diabetic arthropathy",250.2,"Diabetes Mellitus Type 2"
"E11.62","ICD10","Type 2 diabetes mellitus with skin complications",250.2,"Diabetes Mellitus Type 2"
"E11.620","ICD10","Type 2 diabetes mellitus with diabetic dermatitis",250.2,"Diabetes Mellitus Type 2"
"E11.621","ICD10","Type 2 diabetes mellitus with foot ulcer",250.2,"Diabetes Mellitus Type 2"
"E11.622","ICD10","Type 2 diabetes mellitus with other skin ulcer",250.2,"Diabetes Mellitus Type 2"
"E11.628","ICD10","Type 2 diabetes mellitus with other skin complications",250.2,"Diabetes Mellitus Type 2"
"E11.63","ICD10","Type 2 diabetes mellitus with oral complications",250.2,"Diabetes Mellitus Type 2"
"E11.630","ICD10","Type 2 diabetes mellitus with periodontal disease",250.2,"Diabetes Mellitus Type 2"
"E11.638","ICD10","Type 2 diabetes mellitus with other oral complications",250.2,"Diabetes Mellitus Type 2"
"E11.64","ICD10","Type 2 diabetes mellitus with hypoglycemia",250.2,"Diabetes Mellitus Type 2"
"E11.641","ICD10","Type 2 diabetes mellitus with hypoglycemia with coma",250.2,"Diabetes Mellitus Type 2"
"E11.649","ICD10","Type 2 diabetes mellitus with hypoglycemia without coma",250.2,"Diabetes Mellitus Type 2"
"E11.65","ICD10","Type 2 diabetes mellitus with hyperglycemia",250.2,"Diabetes Mellitus Type 2"
"E11.69","ICD10","Type 2 diabetes mellitus with other specified complication",250.2,"Diabetes Mellitus Type 2"
"E11.8","ICD10","Type 2 diabetes mellitus with unspecified complications",250.2,"Diabetes Mellitus Type 2"
"E11.9","ICD10","Type 2 diabetes mellitus without complications",250.2,"Diabetes Mellitus Type 2"
"E13","ICD10","Other specified diabetes mellitus",250,"Diabetes Mellitus Type 2"
"E13.0","ICD10","Other specified diabetes mellitus with hyperosmolarity",250,"Diabetes Mellitus Type 2"
"E13.00","ICD10","Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)",250,"Diabetes Mellitus Type 2"
"E13.01","ICD10","Other specified diabetes mellitus with hyperosmolarity with coma",250,"Diabetes Mellitus Type 2"
"E13.1","ICD10","Other specified diabetes mellitus with ketoacidosis",250,"Diabetes Mellitus Type 2"
"E13.10","ICD10","Other specified diabetes mellitus with ketoacidosis without coma",250,"Diabetes Mellitus Type 2"
"E13.11","ICD10","Other specified diabetes mellitus with ketoacidosis with coma",250,"Diabetes Mellitus Type 2"
"E13.2","ICD10","Other specified diabetes mellitus with kidney complications",250,"Diabetes Mellitus Type 2"
"E13.21","ICD10","Other specified diabetes mellitus with diabetic nephropathy",250,"Diabetes Mellitus Type 2"
"E13.22","ICD10","Other specified diabetes mellitus with diabetic chronic kidney disease",250,"Diabetes Mellitus Type 2"
"E13.29","ICD10","Other specified diabetes mellitus with other diabetic kidney complication",250,"Diabetes Mellitus Type 2"
"E13.3","ICD10","Other specified diabetes mellitus with ophthalmic complications",250,"Diabetes Mellitus Type 2"
"E13.36","ICD10","Other specified diabetes mellitus with diabetic cataract",250,"Diabetes Mellitus Type 2"
"E13.37","ICD10","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment",250,"Diabetes Mellitus Type 2"
"E13.37X1","ICD10","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",250,"Diabetes Mellitus Type 2"
"E13.37X2","ICD10","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",250,"Diabetes Mellitus Type 2"
"E13.37X3","ICD10","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",250,"Diabetes Mellitus Type 2"
"E13.37X9","ICD10","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",250,"Diabetes Mellitus Type 2"
"E13.39","ICD10","Other specified diabetes mellitus with other diabetic ophthalmic complication",250,"Diabetes Mellitus Type 2"
"E13.4","ICD10","Other specified diabetes mellitus with neurological complications",250,"Diabetes Mellitus Type 2"
"E13.40","ICD10","Other specified diabetes mellitus with diabetic neuropathy, unspecified",250,"Diabetes Mellitus Type 2"
"E13.41","ICD10","Other specified diabetes mellitus with diabetic mononeuropathy",250,"Diabetes Mellitus Type 2"
"E13.42","ICD10","Other specified diabetes mellitus with diabetic polyneuropathy",250,"Diabetes Mellitus Type 2"
"E13.43","ICD10","Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy",250,"Diabetes Mellitus Type 2"
"E13.44","ICD10","Other specified diabetes mellitus with diabetic amyotrophy",250,"Diabetes Mellitus Type 2"
"E13.49","ICD10","Other specified diabetes mellitus with other diabetic neurological complication",250,"Diabetes Mellitus Type 2"
"E13.5","ICD10","Other specified diabetes mellitus with circulatory complications",250,"Diabetes Mellitus Type 2"
"E13.51","ICD10","Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene",250,"Diabetes Mellitus Type 2"
"E13.52","ICD10","Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene",250,"Diabetes Mellitus Type 2"
"E13.59","ICD10","Other specified diabetes mellitus with other circulatory complications",250,"Diabetes Mellitus Type 2"
"E13.6","ICD10","Other specified diabetes mellitus with other specified complications",250,"Diabetes Mellitus Type 2"
"E13.61","ICD10","Other specified diabetes mellitus with diabetic arthropathy",250,"Diabetes Mellitus Type 2"
"E13.610","ICD10","Other specified diabetes mellitus with diabetic neuropathic arthropathy",250,"Diabetes Mellitus Type 2"
"E13.618","ICD10","Other specified diabetes mellitus with other diabetic arthropathy",250,"Diabetes Mellitus Type 2"
"E13.62","ICD10","Other specified diabetes mellitus with skin complications",250,"Diabetes Mellitus Type 2"
"E13.620","ICD10","Other specified diabetes mellitus with diabetic necrobiosis lipoidica",250,"Diabetes Mellitus Type 2"
"E13.621","ICD10","Other specified diabetes mellitus with foot ulcer",250,"Diabetes Mellitus Type 2"
"E13.622","ICD10","Other specified diabetes mellitus with other skin ulcer",250,"Diabetes Mellitus Type 2"
"E13.628","ICD10","Other specified diabetes mellitus with other skin complications",250,"Diabetes Mellitus Type 2"
"E13.63","ICD10","Other specified diabetes mellitus with oral complications",250,"Diabetes Mellitus Type 2"
"E13.630","ICD10","Other specified diabetes mellitus with periodontal disease",250,"Diabetes Mellitus Type 2"
"E13.638","ICD10","Other specified diabetes mellitus with other oral complications",250,"Diabetes Mellitus Type 2"
"E13.64","ICD10","Other specified diabetes mellitus with hypoglycemia",250,"Diabetes Mellitus Type 2"
"E13.641","ICD10","Other specified diabetes mellitus with hypoglycemia with coma",250,"Diabetes Mellitus Type 2"
"E13.649","ICD10","Other specified diabetes mellitus with hypoglycemia without coma",250,"Diabetes Mellitus Type 2"
"E13.65","ICD10","Other specified diabetes mellitus with hyperglycemia",250,"Diabetes Mellitus Type 2"
"E13.69","ICD10","Other specified diabetes mellitus with other specified complication",250,"Diabetes Mellitus Type 2"
"E13.8","ICD10","Other specified diabetes mellitus with unspecified complications",250,"Diabetes Mellitus Type 2"
"E13.9","ICD10","Other specified diabetes mellitus without complications",250,"Diabetes Mellitus Type 2"
"428","ICD9","Heart failure",428,"Heart Failure"
"428","ICD9","Congestive heart failure (CHF) NOS",428.1,"Heart Failure"
"428","ICD9","Congestive heart failure (CHF) NOS **",428.1,"Heart Failure"
"428.1","ICD9","Left heart failure",428.2,"Heart Failure"
"428.2","ICD9","Systolic heart failure",428.3,"Heart Failure"
"428.2","ICD9","Systolic heart failure, unspecified",428.3,"Heart Failure"
"428.21","ICD9","Systolic heart failure, acute",428.3,"Heart Failure"
"428.22","ICD9","Systolic heart failure, chronic",428.3,"Heart Failure"
"428.23","ICD9","Systolic heart failure, acute on chronic",428.3,"Heart Failure"
"428.3","ICD9","Diastolic heart failure",428.4,"Heart Failure"
"428.3","ICD9","Diastolic heart failure, unspecified",428.4,"Heart Failure"
"428.31","ICD9","Diastolic heart failure, acute",428.4,"Heart Failure"
"428.32","ICD9","Diastolic heart failure, chronic",428.4,"Heart Failure"
"428.33","ICD9","Diastolic heart failure, acute on chronic",428.4,"Heart Failure"
"428.4","ICD9","Combined systolic and diastolic heart failure",428.3,"Heart Failure"
"428.4","ICD9","Combined systolic and diastolic heart failure, unspecified",428.3,"Heart Failure"
"428.41","ICD9","Combined systolic and diastolic heart failure, acute",428.3,"Heart Failure"
"428.42","ICD9","Combined systolic and diastolic heart failure, chronic",428.3,"Heart Failure"
"428.43","ICD9","Combined systolic and diastolic heart failure, acute on chronic",428.3,"Heart Failure"
"428.9","ICD9","Heart failure unspecified",428.2,"Heart Failure"
"I50","ICD10","Heart failure",428.2,"Heart Failure"
"I50.1","ICD10","Left ventricular failure",428.2,"Heart Failure"
"I50.2","ICD10","Systolic (congestive) heart failure",428.3,"Heart Failure"
"I50.20","ICD10","Unspecified systolic (congestive) heart failure",428.3,"Heart Failure"
"I50.21","ICD10","Acute systolic (congestive) heart failure",428.3,"Heart Failure"
"I50.22","ICD10","Chronic systolic (congestive) heart failure",428.3,"Heart Failure"
"I50.23","ICD10","Acute on chronic systolic (congestive) heart failure",428.3,"Heart Failure"
"I50.3","ICD10","Diastolic (congestive) heart failure",428.4,"Heart Failure"
"I50.30","ICD10","Unspecified diastolic (congestive) heart failure",428.4,"Heart Failure"
"I50.31","ICD10","Acute diastolic (congestive) heart failure",428.4,"Heart Failure"
"I50.32","ICD10","Chronic diastolic (congestive) heart failure",428.4,"Heart Failure"
"I50.33","ICD10","Acute on chronic diastolic (congestive) heart failure",428.4,"Heart Failure"
"I50.4","ICD10","Combined systolic (congestive) and diastolic (congestive) heart failure",428.3,"Heart Failure"
"I50.40","ICD10","Unspecified combined systolic (congestive) and diastolic (congestive) heart failure",428.3,"Heart Failure"
"I50.41","ICD10","Acute combined systolic (congestive) and diastolic (congestive) heart failure",428.3,"Heart Failure"
"I50.42","ICD10","Chronic combined systolic (congestive) and diastolic (congestive) heart failure",428.3,"Heart Failure"
"I50.43","ICD10","Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure",428.3,"Heart Failure"
"I50.8","ICD10","Other heart failure",428.2,"Heart Failure"
"I50.81","ICD10","Right heart failure",428.2,"Heart Failure"
"I50.810","ICD10","Right ventricular failure NOS",428.2,"Heart Failure"
"I50.811","ICD10","Acute right heart failure",428.2,"Heart Failure"
"I50.812","ICD10","Chronic right heart failure",428.2,"Heart Failure"
"I50.813","ICD10","Acute on chronic right heart failure",428.2,"Heart Failure"
"I50.814","ICD10","Right ventricular failure secondary to left ventricular failure",428.2,"Heart Failure"
"I50.82","ICD10","Biventricular heart failure",428.2,"Heart Failure"
"I50.83","ICD10","High output heart failure",428.2,"Heart Failure"
"I50.84","ICD10","Stage D heart failure",428.2,"Heart Failure"
"I50.89","ICD10","Other heart failure",428.2,"Heart Failure"
"I50.9","ICD10","Heart failure, unspecified",428.1,"Heart Failure"
"401.0","ICD9","Essential hypertension",401.1,"Hypertension"
"401.1","ICD9","Benign essential hypertension",401.1,"Hypertension"
"401.9","ICD9","Hypertension NOS",401.1,"Hypertension"
"459.3","ICD9","Chronic venous hypertension (idiopathic)",453,"Hypertension"
"459.3","ICD9","Chronic venous hypertension without complications",453,"Hypertension"
"459.31","ICD9","Chronic venous hypertension with ulcer",453,"Hypertension"
"459.32","ICD9","Chronic venous hypertension with inflammation",453,"Hypertension"
"459.33","ICD9","Chronic venous hypertension with ulcer and inflammation",453,"Hypertension"
"459.39","ICD9","Chronic venous hypertension with other complication",453,"Hypertension"
"642.0","ICD9","Hypertension complicating pregnancy, childbirth, and the puerperium",642,"Hypertension"
"642.0","ICD9","Benign essential hypertension complicating pregnancy, childbirth, and the puerperium",642,"Hypertension"
"642.0","ICD9","Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care",642,"Hypertension"
"642.01","ICD9","Benign essential hypertension with delivery",642,"Hypertension"
"642.02","ICD9","Benign essential hypertension, with delivery, with mention of postpartum complication",642,"Hypertension"
"642.03","ICD9","Benign essential hypertension antepartum",642,"Hypertension"
"642.04","ICD9","Benign essential hypertension, postpartum",642,"Hypertension"
"642.1","ICD9","Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium",642,"Hypertension"
"642.1","ICD9","Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care",642,"Hypertension"
"642.11","ICD9","Hypertension secondary to renal disease, with delivery",642,"Hypertension"
"642.12","ICD9","Hypertension secondary to renal disease, with delivery, with mention of postpartum complication",642,"Hypertension"
"642.13","ICD9","Hypertension secondary to renal disease, antepartum",642,"Hypertension"
"642.14","ICD9","Hypertension secondary to renal disease, postpartum",642,"Hypertension"
"642.20000000000005","ICD9","Other pre-existing hypertension complicating pregnancy, childbirth, and the puerperium",642,"Hypertension"
"642.20000000000005","ICD9","Other pre-existing hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care",642,"Hypertension"
"642.21","ICD9","Other pre-existing hypertension, with delivery",642,"Hypertension"
"642.22","ICD9","Other pre-existing hypertension, with delivery, with mention of postpartum complication",642,"Hypertension"
"642.23","ICD9","Other pre-existing hypertension, antepartum",642,"Hypertension"
"642.24","ICD9","Other pre-existing hypertension, postpartum",642,"Hypertension"
"642.9","ICD9","Unspecified hypertension complicating pregnancy, childbirth, or the puerperium",642,"Hypertension"
"642.9","ICD9","Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care",642,"Hypertension"
"642.91","ICD9","Unspecified hypertension, with delivery",642,"Hypertension"
"642.91999999999996","ICD9","Unspecified hypertension, with delivery, with mention of postpartum complication",642,"Hypertension"
"642.92999999999995","ICD9","Unspecified antepartum hypertension",642,"Hypertension"
"642.94000000000005","ICD9","Unspecified postpartum hypertension",642,"Hypertension"
"997.91","ICD9","Hypertension",401,"Hypertension"
"I10","ICD10","Essential (primary) hypertension",401.1,"Hypertension"
"I27.0","ICD10","Primary pulmonary hypertension",415.21,"Hypertension"
"I87.3","ICD10","Chronic venous hypertension (idiopathic)",453,"Hypertension"
"I87.30","ICD10","Chronic venous hypertension (idiopathic) without complications",453,"Hypertension"
"I87.301","ICD10","Chronic venous hypertension (idiopathic) without complications of right lower extremity",453,"Hypertension"
"I87.302","ICD10","Chronic venous hypertension (idiopathic) without complications of left lower extremity",453,"Hypertension"
"I87.303","ICD10","Chronic venous hypertension (idiopathic) without complications of bilateral lower extremity",453,"Hypertension"
"I87.309","ICD10","Chronic venous hypertension (idiopathic) without complications of unspecified lower extremity",453,"Hypertension"
"I87.31","ICD10","Chronic venous hypertension (idiopathic) with ulcer",453,"Hypertension"
"I87.311","ICD10","Chronic venous hypertension (idiopathic) with ulcer of right lower extremity",453,"Hypertension"
"I87.312","ICD10","Chronic venous hypertension (idiopathic) with ulcer of left lower extremity",453,"Hypertension"
"I87.313","ICD10","Chronic venous hypertension (idiopathic) with ulcer of bilateral lower extremity",453,"Hypertension"
"I87.319","ICD10","Chronic venous hypertension (idiopathic) with ulcer of unspecified lower extremity",453,"Hypertension"
"I87.32","ICD10","Chronic venous hypertension (idiopathic) with inflammation",453,"Hypertension"
"I87.321","ICD10","Chronic venous hypertension w inflammation of r low extrem",453,"Hypertension"
"I87.322","ICD10","Chronic venous hypertension (idiopathic) with inflammation of left lower extremity",453,"Hypertension"
"I87.323","ICD10","Chronic venous hypertension (idiopathic) with inflammation of bilateral lower extremity",453,"Hypertension"
"I87.329","ICD10","Chronic venous hypertension w inflammation of unsp low extrm",453,"Hypertension"
"I87.33","ICD10","Chronic venous hypertension (idiopathic) with ulcer and inflammation",453,"Hypertension"
"I87.331","ICD10","Chronic venous hypertension (idiopathic) with ulcer and inflammation of right lower extremity",453,"Hypertension"
"I87.332","ICD10","Chronic venous hypertension (idiopathic) with ulcer and inflammation of left lower extremity",453,"Hypertension"
"I87.333","ICD10","Chronic venous hypertension (idiopathic) with ulcer and inflammation of bilateral lower extremity",453,"Hypertension"
"I87.339","ICD10","Chronic venous hypertension (idiopathic) with ulcer and inflammation of unspecified lower extremity",453,"Hypertension"
"I87.39","ICD10","Chronic venous hypertension (idiopathic) with other complications",453,"Hypertension"
"I87.391","ICD10","Chronic venous hypertension w oth comp of r low extrem",453,"Hypertension"
"I87.392","ICD10","Chronic venous hypertension w oth comp of l low extrem",453,"Hypertension"
"I87.393","ICD10","Chronic venous hypertension (idiopathic) with other complications of bilateral lower extremity",453,"Hypertension"
"I87.399","ICD10","Chronic venous hypertension (idiopathic) with other complications of unspecified lower extremity",453,"Hypertension"
"O10.0","ICD10","Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",642,"Hypertension"
"O10.0","ICD10","Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",642,"Hypertension"
"O10.01","ICD10","Pre-existing essential hypertension complicating pregnancy,",642,"Hypertension"
"O10.011","ICD10","Pre-existing essential hypertension complicating pregnancy, first trimester",642,"Hypertension"
"O10.012","ICD10","Pre-existing essential hypertension complicating pregnancy, second trimester",642,"Hypertension"
"O10.013","ICD10","Pre-existing essential hypertension complicating pregnancy, third trimester",642,"Hypertension"
"O10.019","ICD10","Pre-existing essential hypertension complicating pregnancy, unspecified trimester",642,"Hypertension"
"O10.02","ICD10","Pre-existing essential hypertension complicating childbirth",642,"Hypertension"
"O10.03","ICD10","Pre-existing essential hypertension complicating the puerperium",642,"Hypertension"
"O10.1","ICD10","Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",642,"Hypertension"
"O10.11","ICD10","Pre-existing hypertensive heart disease complicating pregnancy",642,"Hypertension"
"O10.111","ICD10","Pre-existing hypertensive heart disease complicating pregnancy, first trimester",642,"Hypertension"
"O10.112","ICD10","Pre-existing hypertensive heart disease complicating pregnancy, second trimester",642,"Hypertension"
"O10.113","ICD10","Pre-existing hypertensive heart disease complicating pregnancy, third trimester",642,"Hypertension"
